0.0000,0.0000,28.6091,27.2212,26.3475,24.9267,23.7725,22.6512,21.4850,20.7332,19.8596,18.7234,17.9488,17.2766,16.7489,16.2919,15.6666,15.2379,14.4334,13.8641,12.8278,12.0694,11.1316,10.5526,10.1351,9.5707,9.3289,2.3733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5096,22.2822,22.3376,22.8221,23.3012,23.5332,24.4428,24.7487,25.8999,26.6959,26.9960,27.2349,27.3909,27.3600,27.4625,27.4823,27.7194,28.0609,28.0812,28.7289,28.8315,29.1020,29.5906,30.2954,30.5010,30.5010,30.7018
0.0000,0.0000,28.6822,27.3072,26.4297,24.9815,23.8399,22.7150,21.5614,20.8405,19.9794,18.8395,18.0280,17.3188,16.7869,16.3799,15.7905,15.3065,14.5160,13.9478,12.9422,12.1774,11.2034,10.5885,10.1637,9.6628,9.3863,2.4076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5354,22.3764,22.4579,22.9423,23.3775,23.6460,24.5427,24.8547,25.9926,26.7885,27.1143,27.3345,27.4904,27.4596,27.5620,27.5819,27.8190,28.1649,28.1852,28.8117,28.9509,29.1830,29.6716,30.3799,30.5815,30.5815,30.7823
0.0000,0.0000,28.7860,27.4895,26.5875,25.1345,24.0064,22.8847,21.7034,20.9414,20.0989,18.9926,18.2192,17.4944,16.9229,16.4945,15.9316,15.4285,14.6169,14.0375,13.0632,12.2967,11.3544,10.7022,10.2695,9.8107,9.4680,2.4419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6134,22.5691,22.6386,23.1795,23.5713,23.7315,24.5455,24.8621,26.0597,26.9275,27.2876,27.4809,27.5979,27.6028,27.7053,27.7350,27.9474,28.2867,28.3502,28.9097,29.0861,29.3594,29.7747,30.4578,30.6912,30.7273,30.8640
0.0000,0.0000,28.7771,27.5002,26.5951,25.1430,24.0582,22.9394,21.7360,20.9587,20.1042,19.0922,18.3311,17.6472,17.0044,16.5595,16.0542,15.5258,14.6921,14.0894,13.1694,12.4172,11.5225,10.8311,10.3271,9.9283,9.5408,2.5105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6380,22.5211,22.6742,23.2012,23.5852,23.7245,24.4967,24.8778,25.9972,26.8289,27.2156,27.4429,27.5598,27.5648,27.6673,27.7243,27.9009,28.2158,28.3069,28.8311,29.0204,29.3278,29.6840,30.3416,30.5493,30.6733,30.7740
0.0000,0.0000,28.7767,27.5066,26.6024,25.1783,24.1244,23.0225,21.7851,20.9719,20.0942,19.1676,18.4207,17.8242,17.1505,16.6536,16.1346,15.5899,14.7554,14.1182,13.2564,12.4815,11.6680,10.9371,10.3970,9.9907,9.6225,2.5361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6473,22.4144,22.6601,23.2088,23.6164,23.6903,24.4698,24.8745,25.9302,26.7620,27.1373,27.3692,27.5162,27.5553,27.6236,27.7142,27.8550,28.1411,28.2809,28.7560,28.9315,29.3112,29.6183,30.2116,30.3977,30.6451,30.7099
0.0000,0.0000,28.6216,27.3294,26.4475,25.0231,24.0212,22.9299,21.7152,20.9002,19.9422,19.1464,18.3761,17.8402,17.1713,16.6374,16.0948,15.5633,14.7424,14.0263,13.2263,12.4510,11.7318,10.9552,10.4039,9.9592,9.6617,2.5556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6401,22.2761,22.4919,23.0537,23.4777,23.4793,24.2145,24.6436,25.6314,26.4950,26.8661,27.1187,27.2637,27.3767,27.4322,27.5350,27.6869,27.9154,28.0493,28.4961,28.6577,29.0666,29.3761,29.9037,30.0463,30.4329,30.4802
0.0000,0.0000,28.6307,27.3700,26.4578,25.0695,24.0577,22.9826,21.7906,20.9842,19.9747,19.2490,18.4880,17.9618,17.2856,16.7399,16.2041,15.6555,14.8449,14.1001,13.3370,12.5321,11.8534,11.0294,10.4955,10.0264,9.7065,2.5664,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6868,22.3388,22.5032,23.0716,23.5487,23.4957,24.2159,24.6335,25.5825,26.4564,26.8574,27.0966,27.2396,27.4265,27.4685,27.5570,27.6841,27.9209,28.0808,28.4799,28.6513,29.0633,29.3754,29.8380,29.9632,30.4371,30.5124
0.0000,0.0000,28.4868,27.2792,26.3173,24.9880,23.9634,22.9022,21.7543,20.9531,19.8878,19.2780,18.5356,17.9830,17.2705,16.7219,16.2352,15.6732,14.8885,14.1287,13.3747,12.5913,11.9040,11.0497,10.5338,10.0967,9.6930,2.6079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7330,22.3283,22.3915,22.9585,23.4521,23.3807,24.0000,24.4933,25.3526,26.2290,26.6547,26.9393,27.0502,27.2551,27.3484,27.4074,27.5097,27.7229,27.9106,28.2825,28.4774,28.8880,29.1928,29.5883,29.7237,30.2495,30.3772
0.0000,0.0000,28.6033,27.4701,26.4431,25.1573,24.0828,23.0205,21.9067,21.0968,20.0402,19.4728,18.7332,18.1270,17.4152,16.8606,16.3844,15.7883,15.0356,14.2736,13.5365,12.7438,11.9933,11.1336,10.6535,10.2283,9.7581,2.6375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7864,22.4837,22.4926,23.0813,23.5785,23.5320,24.0910,24.6449,25.4550,26.3050,26.7750,27.0889,27.1608,27.3440,27.4431,27.5179,27.5845,27.8276,28.0486,28.3969,28.6161,29.0511,29.2896,29.6745,29.8413,30.3671,30.5189
0.0000,0.0000,28.6237,27.5339,26.4643,25.1924,24.1001,23.0313,21.9578,21.1767,20.1667,19.6422,18.7906,18.1001,17.4587,16.9404,16.4661,15.8003,15.0761,14.3458,13.6257,12.8126,11.9635,11.1347,10.6500,10.2819,9.8140,2.6671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8103,22.5193,22.5107,23.0561,23.5552,23.6812,24.2034,24.8550,25.5421,26.2864,26.7872,27.1751,27.2079,27.3336,27.4392,27.5194,27.5748,27.8585,28.1141,28.4147,28.6581,29.0858,29.3302,29.7043,29.8701,30.3875,30.5631
0.0000,0.0000,28.4894,27.4321,26.3238,25.0679,23.9976,22.9261,21.8554,21.0712,20.0953,19.5932,18.6922,17.9580,17.3876,16.8542,16.3715,15.6886,14.9265,14.2551,13.5198,12.6880,11.8027,11.0602,10.5258,10.1515,9.7300,2.6101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7841,22.3293,22.2516,22.7784,23.3759,23.6352,24.1353,24.8319,25.4323,26.0909,26.6224,27.0754,27.0742,27.1640,27.2689,27.3919,27.4074,27.7273,28.0190,28.3182,28.5257,28.9557,29.2320,29.5957,29.7369,30.2459,30.4207
0.0000,0.0000,28.1368,27.0853,25.9317,24.7188,23.6889,22.6333,21.5751,20.8062,19.8698,19.3482,18.4160,17.6257,17.1250,16.6194,16.1320,15.4431,14.6605,14.0456,13.2730,12.4813,11.5281,10.8591,10.3065,9.9082,9.4918,2.4935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6833,21.9664,21.8569,22.3738,23.0360,23.4288,23.9303,24.6542,25.1678,25.7559,26.3257,26.7668,26.7704,26.8245,26.9525,27.0944,27.0701,27.4141,27.7321,28.0208,28.1918,28.5700,28.9490,29.2837,29.4008,29.8653,30.1035
0.0000,0.0000,28.0018,26.9369,25.7292,24.5691,23.5190,22.4847,21.4841,20.6880,19.7758,19.1829,18.2746,17.4226,16.9969,16.4774,15.9931,15.2639,14.4969,13.9372,13.1227,12.3345,11.3433,10.7051,10.1674,9.7555,9.3455,2.4365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7124,21.9117,21.7198,22.2551,22.9472,23.3750,23.8665,24.5698,25.0818,25.7345,26.3319,26.7002,26.7214,26.7754,26.9267,27.0701,27.0170,27.3375,27.7066,27.9661,28.1240,28.4502,28.9240,29.1891,29.3101,29.7224,29.9877
0.0000,0.0000,28.1596,27.0531,25.7899,24.6518,23.5277,22.5112,21.5660,20.7772,19.9143,19.1980,18.2839,17.3642,16.9534,16.4870,16.0173,15.2585,14.4959,13.9805,13.1225,12.3467,11.2675,10.6394,10.1385,9.7610,9.3289,2.4529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7917,22.1851,21.9771,22.4695,23.1443,23.6437,24.1236,24.8342,25.3742,26.0343,26.6771,26.9763,26.9800,27.0341,27.1854,27.2952,27.2421,27.5983,27.9868,28.2092,28.3459,28.6392,29.1720,29.4295,29.5506,29.8750,30.1933
